Postc_Postcode,Postc_PostcodeCompact,Postc_WijkNr,Postc_X_COORD,Postc_Y_COORD
1314 NL,1314NL,209,143151.59,487925.92
1314 NM,1314NM,209,143169.05,487823.28
1314 NN,1314NN,209,143200.19,487914.52
1314 NP,1314NP,209,143249.83,487904.28
1314 NR,1314NR,209,143317.31,487855.27
1314 NT,1314NT,209,143351.39,487786.3
1314 NV,1314NV,209,143380.95,487804.93
1314 NX,1314NX,209,143388.49,487774.08
1314 PA,1314PA,210,142851.74,488165.93
1314 PB,1314PB,210,142827.13,488174.11
1314 PC,1314PC,210,142792.93,488186.73
1314 PD,1314PD,210,142737.75,488291.71
1314 PE,1314PE,210,142782.39,488314.76
1314 PG,1314PG,210,142648.42,488235.92
1314 PH,1314PH,210,142614.42,488247.84
1314 PJ,1314PJ,210,142560.56,488265.84
1314 PN,1314PN,210,142645.5,488347.21
1314 PP,1314PP,209,143501.97,488066.69
1314 PR,1314PR,209,143465.58,487959.8
1314 PS,1314PS,210,142676.49,488437.11
1314 PT,1314PT,210,142692.3,488287.84
1314 PV,1314PV,210,142732.24,488395.85
1314 PX,1314PX,210,142588.69,488347.51
1314 PZ,1314PZ,210,142618.96,488377.65
1314 RA,1314RA,209,143744.85,488020.73
1314 RB,1314RB,209,143634.1,488047.59
1314 RC,1314RC,209,143603.26,488032.05
1314 RG,1314RG,209,143663.81,488081.71
1314 RH,1314RH,209,143561.73,488045.96
1314 RJ,1314RJ,209,143545.04,487985.72
1314 RK,1314RK,209,143511.62,487894.79
1314 RL,1314RL,209,143714.73,488084.11
1314 RM,1314RM,209,143671.67,488104.79
1314 RN,1314RN,209,143553.99,488139.01
1314 RP,1314RP,209,143612.32,488156.86
1314 RR,1314RR,209,143593.6,488117.3
1314 RS,1314RS,209,143630.85,488104.56
1314 RT,1314RT,209,143536.52,488071.09
1314 RV,1314RV,209,143558.31,488117.76
1314 RW,1314RW,209,143496.33,487953.07
1314 RX,1314RX,209,143516.64,488036.31
1314 RZ,1314RZ,209,143629.58,488010.91
1314 SB,1314SB,209,143425.1,487839.17
1314 SC,1314SC,209,143433.4,487817.79
1314 SE,1314SE,209,143484.79,487892.78
1314 SG,1314SG,209,143440.9,487786.94
1314 SJ,1314SJ,209,143688.15,487727.89
1314 SK,1314SK,201,143710.29,487598.26
1314 SN,1314SN,210,142789.13,488254.84
1314 SP,1314SP,210,142824.94,488364.05
1314 SR,1314SR,210,142986.61,488424.65
1314 SV,1314SV,210,142629.78,488465.04
1314 SX,1314SX,210,142750.87,488454.34
1314 SZ,1314SZ,210,142778.31,487744.67
1314 TC,1314TC,209,143489.31,487777.79
1314 TD,1314TD,209,143455.45,487769.31
1314 TE,1314TE,209,143496.53,487833.13
1314 TG,1314TG,209,143504.08,487802.27
1314 TN,1314TN,209,143347.38,487742.86
1314 TP,1314TP,209,143382.67,487751.31
1314 TZ,1314TZ,209,143316.69,487789.23
1314 VA,1314VA,209,143324.24,487758.4
1314 VB,1314VB,209,143113.27,487777.4
1314 WB,1314WB,201,143467.49,487720.89
1314 WC,1314WC,201,143514.13,487738.65
1314 WD,1314WD,201,143477.53,487679.72
1314 WE,1314WE,201,143518.79,487689.95
1314 WG,1314WG,201,143565.51,487748.12
1314 WH,1314WH,201,143615.97,487762.6
1314 WJ,1314WJ,201,143580.43,487699.9
1314 WK,1314WK,201,143629.36,487715.75
1314 WL,1314WL,201,143367.23,487706.64
1314 WN,1314WN,201,143399.98,487705.81
1314 WP,1314WP,201,143382.1,487661.41
1314 WR,1314WR,201,143408.83,487661.4
1315 AA,1315AA,201,143407.71,486793.91
1315 AB,1315AB,201,143383.03,486788.24
1315 AC,1315AC,201,143358.34,486795.38
1315 AD,1315AD,201,143337.24,486774.11
1315 AE,1315AE,201,143312.87,486774.06
1315 AG,1315AG,201,143286.67,486764.72
1315 AH,1315AH,201,143349.77,486818.53
1315 AJ,1315AJ,201,143281.75,486802.28
1315 AK,1315AK,201,143359.56,486773.32
1315 AL,1315AL,201,143366.65,486743.77
1315 AN,1315AN,201,143371.53,486725.11
1315 AP,1315AP,201,143339.15,486766.1
1315 AR,1315AR,201,143343.74,486730.12
1315 AS,1315AS,201,143346.34,486719.27
1315 AT,1315AT,201,143343.17,486861.98
1315 AV,1315AV,201,143349.89,486845.35
1315 AX,1315AX,201,143311.96,486877.16
1315 AZ,1315AZ,201,143313.06,486834.85
1315 BA,1315BA,201,143348.68,486886.56
1315 BB,1315BB,201,143285.49,486870.21
1315 BC,1315BC,201,143242.98,486858.98
1315 BG,1315BG,201,143250.81,486834.45
1315 BH,1315BH,201,143257.32,486797.35
1315 BJ,1315BJ,201,143263.78,486758.3
1315 BK,1315BK,201,143272.56,486721.52
1315 BL,1315BL,201,143414.98,486672.64
1315 BP,1315BP,201,143412.36,486721.76
1315 BR,1315BR,201,143308.99,486712.6
1315 BS,1315BS,201,143299.05,486700.15
1315 BT,1315BT,201,143423.33,486729.58
1315 BV,1315BV,201,143396.9,486723.45
1315 BX,1315BX,201,143373.87,486715.19
1315 CA,1315CA,201,143488,486833.57
1315 CC,1315CC,201,143420.22,486844.83
1315 CD,1315CD,201,143436.01,486754.74
1315 CE,1315CE,201,143359.77,486830.03
1315 CS,1315CS,201,143290.51,486810.2
1315 EA,1315EA,201,143249.95,486904.35
1315 EB,1315EB,201,143221.28,486930.42
1315 EC,1315EC,201,143228.94,486920.3
1315 EE,1315EE,201,143231.45,486975.64
1315 EJ,1315EJ,201,143271.58,487014.44
1315 EM,1315EM,201,143329.11,486926.34
1315 EN,1315EN,201,143295.48,486929.37
1315 EP,1315EP,201,143285.64,486969.61
1315 ER,1315ER,201,143305.92,487021.06
1315 ES,1315ES,201,143317.17,486945.66
1315 ET,1315ET,201,143307.12,486988.48
1315 EV,1315EV,201,143456.23,487363.79
1315 EW,1315EW,201,143390.76,487348.85
1315 EX,1315EX,201,143436.89,487390.82
1315 EZ,1315EZ,201,143383.33,487397.3
1315 GA,1315GA,201,143442.91,487352.05
1315 GB,1315GB,201,143451.73,487323.7
1315 GC,1315GC,201,143458.57,487295.68
1315 GD,1315GD,201,143470.68,487246.19
1315 GE,1315GE,201,143409.86,487326.65
1315 GH,1315GH,201,143425.94,487240.45
1315 GK,1315GK,201,143345.23,487090.31
1315 GL,1315GL,201,143353.01,487060.6
1315 GN,1315GN,201,143264.76,487348.85
1315 GP,1315GP,201,143317.02,487040.71
1315 GR,1315GR,201,143334.69,486994.52
1315 GS,1315GS,201,143257.96,487055.75
1315 GT,1315GT,201,143192.63,487027.37
1315 GV,1315GV,201,143135.2,487055.06
1315 GW,1315GW,201,143144.87,487019.37
1315 GX,1315GX,201,143135.05,487051.76
1315 GZ,1315GZ,201,143220.1,487046.54
1315 HA,1315HA,201,143524.14,487104.45
1315 HC,1315HC,201,143524.89,487077.14
1315 HD,1315HD,201,143486.6,487181.22
1315 HE,1315HE,201,143380.69,487117.46
1315 HG,1315HG,201,143778.96,487304.34
1315 HL,1315HL,201,143380.88,487105.29
1315 HM,1315HM,201,143427.14,487050.56
1315 HN,1315HN,201,143413.22,487016.14
1315 HP,1315HP,201,143463.89,487029.02
1315 HR,1315HR,201,143724.71,487068.68
1315 HS,1315HS,201,143623.22,487128.06
1315 HT,1315HT,201,143703.49,487164.58
1315 HV,1315HV,201,143667.31,487165.35
1315 HW,1315HW,201,143731.75,487199.03
1315 HX,1315HX,201,143718.93,487241.14
1315 JA,1315JA,201,143415.93,487180.73
1315 JB,1315JB,201,143420.99,487230.07
1315 JC,1315JC,201,143478.88,487212.72
1315 JD,1315JD,201,143498.07,487134.3
1315 JG,1315JG,201,143430.12,487117.41
1315 JH,1315JH,201,143440.73,487083.71
1315 JJ,1315JJ,201,143447.11,487066.64
1315 JK,1315JK,201,143365.16,487225.53
1315 JL,1315JL,201,143355.8,487254.93
1315 JM,1315JM,201,143393.64,487162.03
1315 JN,1315JN,201,143394.04,487232.58
1315 JP,1315JP,201,143418.94,487270.5
1315 JR,1315JR,201,143384.99,487262.09
1315 JS,1315JS,201,143363.51,487310.59
1315 KB,1315KB,201,143542.24,487320.67
1315 KC,1315KC,201,143637.75,487342.62
1315 KD,1315KD,201,143592.28,487327.54
1315 KE,1315KE,201,143633.55,487354.48
1315 KG,1315KG,201,143667.62,487164.09
1315 KH,1315KH,201,143589.31,487358.37
1315 KJ,1315KJ,201,143612.98,487248.96
1315 KK,1315KK,201,143628.52,487391.76
1315 KL,1315KL,201,143753.9,487488.39
1315 KM,1315KM,201,143630.2,487442.91
1315 KN,1315KN,201,143549.3,487421.24
1315 KP,1315KP,201,143489.57,487442.41
1315 KR,1315KR,201,143429.33,487456.31
1315 KS,1315KS,201,143596.71,487474.6
1315 KT,1315KT,201,143547.65,487445.72
1315 KV,1315KV,201,143470.13,487403.53
1315 KW,1315KW,201,143470.13,487403.53
1315 LA,1315LA,201,143482.13,487362.53
1315 LB,1315LB,201,143489.08,487311.39
1315 LC,1315LC,201,143502.79,487255.3
1315 LD,1315LD,201,143510.23,487224.86
1315 LE,1315LE,201,143518,487193.1
1315 LG,1315LG,201,143529.24,487147.22
1315 LH,1315LH,201,143612.4,487136.59
1315 LJ,1315LJ,201,143570.03,487194.28
1315 LK,1315LK,201,143567.88,487215.87
1315 LL,1315LL,201,143556.24,487263.44
1315 LM,1315LM,201,143534.65,487125.12
1315 LN,1315LN,201,143618.42,487226.68
1315 LP,1315LP,201,143602.59,487272.57
1315 LS,1315LS,201,143536.11,487363.49
1315 LT,1315LT,201,143685.85,487376.36
1315 LW,1315LW,201,143657.15,487261.63
1315 MA,1315MA,201,143527.52,487100.29
1315 MB,1315MB,201,143522.8,487109.1
1315 RA,1315RA,201,143843.46,486816.53
1315 RB,1315RB,201,143939.01,486868.54
1315 RC,1315RC,201,143808.67,486966.53
1315 RG,1315RG,201,143897.34,487138.25
1315 SB,1315SB,201,143325.49,486599.24
1315 SC,1315SC,201,143461.19,486700.99
1315 SE,1315SE,201,143449.64,486648.24
1315 SH,1315SH,201,143470.48,486574
1315 SJ,1315SJ,201,143444.13,486567.03
1315 SK,1315SK,201,143470.19,486565.92
1315 SL,1315SL,201,143473.53,486561.57
1315 SN,1315SN,201,143400.61,486549.27
1315 SP,1315SP,201,143416.57,486549.65
1315 SR,1315SR,201,143408.26,486545.84
1315 ST,1315ST,201,143360.32,486577.06
1315 SV,1315SV,201,143336.57,486570.35
1315 SX,1315SX,201,143316.22,486570.08
1315 TA,1315TA,201,143558.48,486575.54
1315 TB,1315TB,201,143525.88,486719.42
1315 TC,1315TC,201,143537.6,486719.23
1315 TD,1315TD,201,143610.4,486785.7
1315 TE,1315TE,201,143543.88,486718.73
1315 TG,1315TG,201,143608.59,486745.4
1315 TH,1315TH,201,143534.39,486772.75
1315 TJ,1315TJ,201,143511.11,486711.43
1315 TK,1315TK,201,143501.62,486755.35
1315 TN,1315TN,201,143496.08,486785.89
1315 TP,1315TP,201,143470.05,486797.99
1315 TR,1315TR,201,143488,486833.57
1315 TS,1315TS,201,143523.03,486831.08
1315 TT,1315TT,201,143579.9,486822.21
1315 VA,1315VA,201,143490.38,486927.71
1315 VB,1315VB,201,143462.16,486982.11
1315 VC,1315VC,201,143441.79,486939.75
1315 VD,1315VD,201,143447.86,486938.89
1315 VE,1315VE,201,143545.99,486901.17
1315 VG,1315VG,201,143531.65,486898.07
1315 VH,1315VH,201,143501.66,486994.13
1315 VJ,1315VJ,201,143531.88,487011.84
1315 VK,1315VK,201,143575.42,486853.42
1315 VL,1315VL,201,143513.81,486919.42
1315 VN,1315VN,201,143568.85,486918.18
1315 VP,1315VP,201,143500.06,486954.71
1315 VR,1315VR,201,143573.17,486924.24
1315 VS,1315VS,201,143577.79,486854.52
1315 VT,1315VT,201,143540.37,486917.87
1315 XA,1315XA,201,143559.28,487068.83
1315 XB,1315XB,201,143569.68,486991.3
1315 XC,1315XC,201,143622.14,487061.02
1315 XD,1315XD,201,143619.36,486999.15
1315 XE,1315XE,201,143597.42,486915.39
1315 XH,1315XH,201,143693.78,486879.59
1315 XJ,1315XJ,201,143628.32,486844.14
1315 XK,1315XK,201,143655.5,486962.15
1315 XL,1315XL,201,143638.07,486932.26
1315 XM,1315XM,201,143647.15,486920.33
1315 XN,1315XN,201,143704.44,486886.9
1315 XP,1315XP,201,143670.84,487048.94
1316 AA,1316AA,272,143461.74,488707.44
1316 AB,1316AB,272,143504.4,488887.8
1316 AC,1316AC,272,143549.54,488656.66
1316 AD,1316AD,272,143580.47,488681.46
1316 AE,1316AE,272,143549.57,488630.79
1316 AG,1316AG,272,143423.99,488605.78
1316 AH,1316AH,272,143448.04,488507.57
1316 AJ,1316AJ,272,143608.75,488764.24
1316 AK,1316AK,272,143485.05,488635.93
1316 AL,1316AL,272,143628.93,488878.96
1316 AN,1316AN,272,143537.13,488546.14
1316 AZ,1316AZ,272,143493.34,488351.07
1316 BM,1316BM,271,144270.08,487775.97
1316 BN,1316BN,271,144165.61,487770.48
1316 BP,1316BP,271,144043.02,487758.07
1316 BR,1316BR,271,143944.91,487903.57
1316 BS,1316BS,271,144058.8,487987.3
1316 BT,1316BT,271,144089.89,487994.89
1316 BW,1316BW,271,144171.64,487997.93
1316 BX,1316BX,271,144121.37,487866.12
1316 BZ,1316BZ,271,144080.6,487930.81
1316 CA,1316CA,206,143875.96,488249.83
1316 CB,1316CB,206,143859.38,488201.37
1316 CC,1316CC,206,143775.98,488214.62
1316 CE,1316CE,206,143805.22,488161.75
1316 CG,1316CG,206,143858.98,488170.78
1316 CH,1316CH,206,143806.6,488308.48
1316 CJ,1316CJ,206,143838.78,488335.12
1316 CK,1316CK,206,143896.75,488282.55
1316 CL,1316CL,206,143850.08,488272.34
1316 CN,1316CN,206,143860.47,488216.04
1316 CP,1316CP,206,143699.33,488307.23
1316 CR,1316CR,206,143841.88,488248.39
1316 CS,1316CS,206,143753.66,488336.74
1316 CT,1316CT,206,143752.74,488234.72
1316 CV,1316CV,206,143707.23,488213.37
1316 CX,1316CX,206,143716.86,488271.79
1316 EA,1316EA,206,143678.59,488253.07
1316 EB,1316EB,206,143677.42,488357.31
1316 EC,1316EC,206,143646.37,488268.19
1316 EE,1316EE,206,143586.81,488316.96
1316 EG,1316EG,206,143600.38,488250.68
1316 EH,1316EH,206,143629.97,488303.07
1316 EJ,1316EJ,206,143637.71,488325.64
1316 EK,1316EK,206,143605.8,488382.24
1316 EL,1316EL,206,143633.07,488409.31
1316 EM,1316EM,206,144039.72,488475.05
1316 EP,1316EP,206,143973.94,488424.15
1316 ER,1316ER,206,143860.04,488378.16
1316 ES,1316ES,206,143769.94,488408.95
1316 ET,1316ET,206,143680.98,488438.86
1316 EV,1316EV,206,143646.48,488500.4
1316 EW,1316EW,206,143688.16,488573.5
1316 EX,1316EX,206,143755.24,488611.82
1316 EZ,1316EZ,206,143826.89,488651.83
1316 GA,1316GA,206,143890.25,488409.25
1316 GB,1316GB,206,143845.7,488436.63
1316 GC,1316GC,206,143793.78,488442.28
1316 GE,1316GE,206,143689.29,488481.25
1316 GG,1316GG,206,143692.73,488515.31
1316 GH,1316GH,206,143756.94,488570.58
1316 GJ,1316GJ,206,143802.72,488593.05
1316 GK,1316GK,206,143850.79,488617.06
1316 GL,1316GL,206,143911.68,488439.25
1316 GN,1316GN,206,143867.16,488466.63
1316 GP,1316GP,206,143891.81,488446.04
1316 GR,1316GR,206,143815.19,488472.23
1316 GS,1316GS,206,143847.05,488473.5
1316 GT,1316GT,206,143720.59,488484.16
1316 GV,1316GV,206,143804.25,488506.92
1316 GX,1316GX,206,143923.34,488494.89
1316 GZ,1316GZ,206,143946.11,488536.74
1316 HA,1316HA,206,143929.49,488645.99
1316 HC,1316HC,206,143881.29,488591.36
1316 HE,1316HE,206,143855.34,488578.3
1316 HG,1316HG,206,143828.3,488564.91
1316 HH,1316HH,206,143809.22,488555.52
1316 HJ,1316HJ,206,143782.55,488542.46
1316 HK,1316HK,206,143723.44,488533.58
1316 HL,1316HL,206,143763.46,488533.11
1316 HN,1316HN,206,143814.95,488694.95
1316 HP,1316HP,206,143732.22,488659.56
1316 HR,1316HR,206,143768.27,488716.72
1316 HS,1316HS,206,143720.7,488726.72
1316 HT,1316HT,206,143744.72,488740.57
1316 HV,1316HV,206,143763.79,488749.93
1316 HX,1316HX,206,143790.95,488763.26
1316 JC,1316JC,206,143892.8,488801.16
1316 JE,1316JE,206,143958.18,488838.31
1316 JG,1316JG,206,143895.12,488739.23
1316 JH,1316JH,206,143968.11,488775.05
1316 JK,1316JK,206,143923.51,488900.25
1316 JL,1316JL,206,143938.91,488864.85
1316 JN,1316JN,206,144028.99,488867.85
1316 JP,1316JP,206,143999.54,488853.25
1316 JR,1316JR,206,144067.56,488886.45
1316 JS,1316JS,206,144118.43,488918.66
1316 JT,1316JT,206,144111.62,488845.49
1316 JV,1316JV,206,144181.43,488880.17
1316 KB,1316KB,206,143866.25,488957.32
1316 KC,1316KC,206,143900.55,488932.43
1316 KG,1316KG,206,143795.62,489146.43
1316 KH,1316KH,206,143841.79,489042.35
1316 KJ,1316KJ,206,143958.73,489122.6
1316 KK,1316KK,206,143898.87,489059.65
1316 KL,1316KL,206,143870.63,489031.92
1316 KN,1316KN,206,143961.7,489090.46
1316 KP,1316KP,206,143927.37,489073.14
1316 KR,1316KR,206,144055.3,488921.32
1316 KS,1316KS,206,143936.08,488950.56
1316 KT,1316KT,206,143927.06,489037.43
1316 KV,1316KV,206,143996.05,489086.47
1316 KX,1316KX,206,144005.03,489020.96
1316 LA,1316LA,206,143924.65,488683.87
1316 LB,1316LB,206,144028.79,488737.23
1316 LC,1316LC,206,144149.7,488794.91
1316 LE,1316LE,206,143993.48,488660.89
1316 LG,1316LG,206,144024.68,488597.26
1316 LH,1316LH,206,143951.78,488656.18
1316 LJ,1316LJ,206,143997.46,488533.1
1316 LK,1316LK,206,144042.11,488708.65
1316 LL,1316LL,206,144093.74,488602.07
1316 LN,1316LN,206,144015.62,488671.38
1316 LP,1316LP,206,144046.79,488607.72
1316 LR,1316LR,206,144089.09,488744.34
1316 LS,1316LS,206,144147.06,488628.33
1316 LT,1316LT,206,144058.82,488729.5
1316 LV,1316LV,206,144115.71,488612.44
1316 LX,1316LX,206,144159.99,488745.98
1316 NA,1316NA,206,144191.92,488680.94
1316 NB,1316NB,206,144116.14,488744.18
1316 NC,1316NC,206,144169.05,488638.17
1316 NE,1316NE,206,144183.02,488799.47
1316 NH,1316NH,206,144182.31,488756.53
1316 NJ,1316NJ,206,144214.27,488691.45
1316 NK,1316NK,206,143957.14,488617.7
1316 NL,1316NL,206,144068.81,488681.53
1316 NN,1316NN,206,144120.89,488707.09
1316 NP,1316NP,206,143952.61,488581.33
1316 NR,1316NR,206,144089.55,488639.71
1316 NS,1316NS,206,144150.45,488693.1
1316 NV,1316NV,206,144053.09,488567.08
1316 NX,1316NX,206,144120.13,488569.48
1316 PA,1316PA,206,144177.99,488597.94
1316 PB,1316PB,206,144221.34,488648.8
1316 RA,1316RA,206,143776.71,488807.73
1316 RB,1316RB,206,143741,488795.47
1316 RC,1316RC,206,143740.09,488835.43
1316 RE,1316RE,206,143751.42,488868.61
1316 RG,1316RG,206,143801.47,488829.34
1316 RH,1316RH,206,143825.21,488952.3
1316 RJ,1316RJ,206,143853.99,488787.73
1316 RK,1316RK,206,143788.79,488907.01
1316 RL,1316RL,206,143809.58,488772.41
1316 SB,1316SB,206,143936.17,488118.56
1316 SC,1316SC,206,144080.16,488137.58
1316 SG,1316SG,206,143885.04,488118.84
1316 SH,1316SH,206,143961.68,488062.7
1316 SJ,1316SJ,206,144131.51,488108.5
1316 SK,1316SK,206,143944.58,488258.5
1316 SL,1316SL,206,144164.65,488277.81
1316 SM,1316SM,206,143984.85,488255.1
1316 SN,1316SN,206,144119.73,488273.9
1316 SR,1316SR,206,143977.98,488172.19
1316 ST,1316ST,206,144023.45,488129.11
1316 SV,1316SV,206,143983.6,488128.82
1316 SW,1316SW,206,144006.5,488241.06
1316 SX,1316SX,206,144090.77,488261.59
1316 TA,1316TA,215,143505.67,489396.02
1316 TB,1316TB,215,143423.94,489361.75
1316 TE,1316TE,215,143637.44,489480.95
1316 VA,1316VA,215,142261.63,489163.4
1316 VB,1316VB,215,142430.39,489195.9
1316 VC,1316VC,215,142525.63,489215.46
1316 VD,1316VD,215,142576.12,489249.16
1316 VE,1316VE,215,142635.32,489258.19
1316 VG,1316VG,215,142676.04,489276.78
1316 VH,1316VH,215,142731.78,489289.91
1316 VJ,1316VJ,215,142825.9,489484.3
1316 VK,1316VK,215,142897.46,489478.53
1316 VL,1316VL,215,142905.14,489425.8
1316 VM,1316VM,215,142999.4,489435.33
1316 VN,1316VN,215,142927.76,489316.84
1316 VP,1316VP,215,142955.44,489269.17
1316 VS,1316VS,215,143358.18,489547.75
1316 VT,1316VT,215,143315.02,489626.73
1316 VV,1316VV,215,143101.28,489755.9
1317 AA,1317AA,206,144437.48,488699.28
1317 AB,1317AB,206,144402.65,488846.74
1317 AC,1317AC,206,144439.47,488771.57
1317 AE,1317AE,206,144349.67,488697.49
1317 AG,1317AG,206,144403.29,488742.45
1317 AH,1317AH,206,144371.86,488729.82
1317 AJ,1317AJ,206,144327.12,488719.19
1317 AK,1317AK,206,144302.93,488683.75
1317 AL,1317AL,206,144325.21,488759.59
1317 AN,1317AN,206,144348.81,488816.07
1317 AP,1317AP,206,144375.03,488851.67
1317 AR,1317AR,206,144342.56,488853.44
1317 AS,1317AS,206,144323.09,488843.88
1317 AT,1317AT,206,144289.61,488822.5
1317 AX,1317AX,206,144337.98,488900.82
1317 AZ,1317AZ,206,144268.12,488866.54
1317 BA,1317BA,206,144177.55,488937.97
1317 BB,1317BB,206,144291.59,488792.8
1317 BC,1317BC,206,144218.57,488947
1317 BE,1317BE,206,144283.88,488928.92
1317 BG,1317BG,206,144244.5,488959.73
1317 BH,1317BH,206,144277.52,488975.89
1317 BJ,1317BJ,206,144301.05,488987.44
1317 BK,1317BK,206,144275.14,489010.49
1317 BL,1317BL,206,144217.07,488982.89
1317 BN,1317BN,206,144217.1,489067.32
1317 BP,1317BP,206,144242,489078.56
1317 BR,1317BR,206,144236.76,489115.57
1317 BS,1317BS,206,144212.1,489144.27
1317 BT,1317BT,206,144152.54,489180.73
1317 BV,1317BV,206,144120.28,489197.55
1317 BX,1317BX,206,144075.98,489146.91
1317 CA,1317CA,206,144113.68,489162.03
1317 CB,1317CB,206,144098.47,489130.13
1317 CC,1317CC,206,144109.61,489092.83
1317 CE,1317CE,206,144176.85,489082.24
1317 CG,1317CG,206,144139.77,489068
1317 CH,1317CH,206,144147.71,489141.63
1317 CJ,1317CJ,206,144210.62,489103.17
1317 CK,1317CK,206,144154.01,488972.82
1317 CL,1317CL,206,144139.78,489029.05
1317 CN,1317CN,206,144187.97,489035.33
1317 CP,1317CP,206,144078.18,489120.61
1317 CR,1317CR,206,144113.52,489055.96
1317 HA,1317HA,206,144454.36,488938.63
1317 HB,1317HB,206,144512.99,488934.08
1317 HC,1317HC,206,144524.08,488897.75
1317 HE,1317HE,206,144536.93,488971.55
1317 HG,1317HG,206,144559.78,488981.93
1317 HH,1317HH,206,144594.3,488982.65
1317 HJ,1317HJ,206,144746.66,489080.64
1317 HK,1317HK,206,144594.69,489023.44
1317 HL,1317HL,206,144750.61,488974.1
1317 HN,1317HN,206,144684.19,488940.72
1317 HP,1317HP,206,144718.3,489023.89
1317 HR,1317HR,206,144623.81,488998.48
1317 HS,1317HS,206,144815.71,489043.92
1317 HT,1317HT,206,144880.3,489072.81
1317 HV,1317HV,206,144858.75,489019.15
1317 HX,1317HX,206,144912.8,489018.67
1317 JA,1317JA,206,144820.61,489096.94
1317 JB,1317JB,206,144854.51,489102.85
1317 JC,1317JC,206,144890.72,489110.53
1317 JE,1317JE,206,144851.99,489140.87
1317 JG,1317JG,206,144789.87,489116.99
1317 JH,1317JH,206,144782.38,488926.76
1317 JJ,1317JJ,206,144814.92,488919.68
1317 JK,1317JK,206,144743.21,488935.88
1317 JL,1317JL,206,144777.99,488864.8
1317 JN,1317JN,206,144717.23,488916.69
1317 JP,1317JP,206,144746.18,488857.68
1317 JS,1317JS,206,144787.59,488767.91
1317 JT,1317JT,206,144731.09,488787.22
1317 JV,1317JV,206,144663.05,488769.28
1317 JW,1317JW,206,144606.52,488788.62
1317 JX,1317JX,206,144534.11,488754.62
1317 JZ,1317JZ,206,144504.57,488814.8
1317 KA,1317KA,206,144543.85,488869.77
1317 KB,1317KB,206,144620.24,488862.19
1317 KC,1317KC,206,144649.9,488883.63
1317 KE,1317KE,206,144711.17,488863.15
1317 KG,1317KG,206,144692.04,488884.7
1317 KJ,1317KJ,206,144811.6,488873.62
1317 KK,1317KK,206,144901.79,488983.26
1317 KL,1317KL,206,144953.02,488961.83
1317 KM,1317KM,206,144968.2,488904.9
1317 KN,1317KN,206,144922.47,488885.79
1317 KP,1317KP,206,144898.45,488863.79
1317 KR,1317KR,206,145007.72,488897.22
1317 KS,1317KS,206,144835.43,488899.3
1317 KT,1317KT,206,144988.83,488806.71
1317 NA,1317NA,206,144742.34,489201.7
1317 NB,1317NB,206,144791.42,489261.28
1317 NC,1317NC,206,144782.02,489186.99
1317 NE,1317NE,206,144736.29,489246.64
1317 NG,1317NG,206,144776.86,489240.18
1317 NH,1317NH,206,144763.79,489290.95
1317 NJ,1317NJ,206,144694.61,489249.89
1317 NK,1317NK,206,144685.92,489349.46
1317 NL,1317NL,206,144660.96,489311.31
1317 NM,1317NM,206,144646.17,489448.09
1317 NN,1317NN,206,144629.63,489384.99
1317 NP,1317NP,206,144681.2,489375.04
1317 NR,1317NR,206,144723.03,489382.71
1317 NS,1317NS,206,144667.19,489422.4
